Episode,Reward
1,590
2,140
3,505
4,70
5,475
6,60
7,230
8,140
9,630
10,500
11,80
12,535
13,160
14,580
15,555
16,75
17,675
18,605
19,655
20,75
21,145
22,545
23,675
24,755
25,650
26,125
27,480
28,405
29,670
30,690
31,60
32,605
33,160
34,505
35,670
36,465
37,20
38,570
39,515
40,565
41,215
42,620
43,505
44,740
45,630
46,540
47,520
48,605
49,630
50,570
