Episode,Reward
1,10
2,50
3,100
4,35
5,-25
6,25
7,10
8,0
9,65
10,10
11,150
12,35
13,-10
14,-10
15,-25
16,-10
17,25
18,70
19,270
20,-55
21,-25
22,55
23,45
24,-40
25,-15
26,40
27,0
28,-5
29,-40
30,-25
31,-25
32,100
33,-25
34,-25
35,120
36,110
37,10
38,55
39,25
40,70
41,140
42,70
43,70
44,70
45,-20
46,25
47,-20
48,-5
49,20
50,-50
51,-20
52,70
53,70
54,70
55,105
56,60
57,145
58,85
59,95
60,30
61,55
62,110
63,95
64,70
65,95
66,-35
67,-50
68,-35
69,-25
70,120
71,35
72,35
73,75
74,15
75,-20
76,55
77,15
78,60
79,55
80,110
81,75
82,60
83,35
84,-5
85,115
86,170
87,95
88,75
89,75
90,85
91,60
92,295
93,75
94,95
95,75
96,100
97,-25
98,-50
99,-50
100,-5
101,10
102,35
103,40
104,225
105,85
106,235
107,310
108,135
109,135
110,235
111,60
112,85
113,210
114,60
115,160
116,50
117,85
118,85
119,100
120,85
121,110
122,60
123,85
124,85
125,225
126,100
127,50
128,115
129,35
130,60
131,35
132,60
133,35
134,80
135,110
136,60
137,60
138,60
139,60
140,85
141,85
142,110
143,110
144,95
145,110
146,110
147,85
148,85
149,85
150,15
151,70
152,85
153,110
154,60
155,340
156,100
157,125
158,175
159,185
160,110
161,210
162,520
163,50
164,210
165,115
166,385
167,20
168,70
169,110
170,520
171,575
172,235
173,265
174,85
175,185
176,405
177,20
178,270
179,110
180,235
181,10
182,-40
183,55
184,215
185,85
186,-15
187,210
188,300
189,70
190,-10
191,65
192,10
193,70
194,235
195,275
196,100
197,360
198,10
199,10
200,10
201,210
