Episode,Epsilon
1,1.0
2,1.0
3,1.0
4,0.9655206468094844
5,0.9229311239742362
6,0.8822202429488013
7,0.8307187014821328
8,0.8061065909263957
9,0.7705488893118823
10,0.7477194593032545
11,0.6935613678313175
12,0.6337242817644086
13,0.5848838636585911
14,0.5562889678716474
15,0.5371084840724134
16,0.5032248303978422
17,0.4858739637363176
18,0.4484282034609769
19,0.40565285250151817
20,0.37816180712868996
21,0.3596735257153405
22,0.3403786882983606
23,0.3253644408394192
24,0.30945741577570285
25,0.28704309604425327
26,0.2743815040481898
27,0.26359640222486147
28,0.2532352299289372
29,0.23725980767521673
30,0.21570623976979014
31,0.19808659230739353
32,0.18934890919900021
33,0.182820281282489
34,0.17740377510930716
35,0.17214774642209296
36,0.16704744067563246
37,0.16209824418995536
38,0.1572956799768517
39,0.1526354036900377
40,0.14811319969530845
41,0.14016760486247823
42,0.13198501352907185
43,0.11820406108847166
44,0.1085487359239089
45,0.10018300685223579
46,0.0943346041173244
47,0.08750185146499175
48,0.0811640021330769
49,0.07490878371492794
50,0.06542683706543727
51,0.06038446427088321
52,0.05573070148010834
53,0.05169406930342616
54,0.04867631463831842
55,0.0451506389749415
56,0.04294323012606958
57,0.041670929977297724
58,0.03963364364733769
59,0.035673744367776934
60,0.03275978694079333
61,0.03100237440513238
62,0.02861305625559891
63,0.026807992814067
64,0.02524301744132218
65,0.024250791254731636
66,0.023532301163728918
67,0.022720922640519125
68,0.02171869316274056
69,0.018780321875645996
70,0.017772843617388175
71,0.016988875991640028
72,0.016239489508417658
73,0.015523158778943369
74,0.01476423357148172
75,0.014112977003416188
76,0.013289101019874787
77,0.012576201611761997
78,0.012203600316175803
79,0.011723913930325095
80,0.010929385683282892
81,0.010087070213020206
82,0.00998645168764533
83,0.00998645168764533
84,0.00998645168764533
85,0.00998645168764533
86,0.00998645168764533
87,0.00998645168764533
88,0.00998645168764533
89,0.00998645168764533
90,0.00998645168764533
91,0.00998645168764533
92,0.00998645168764533
93,0.00998645168764533
94,0.00998645168764533
95,0.00998645168764533
96,0.00998645168764533
97,0.00998645168764533
98,0.00998645168764533
99,0.00998645168764533
100,0.00998645168764533
101,0.00998645168764533
102,0.00998645168764533
103,0.00998645168764533
104,0.00998645168764533
105,0.00998645168764533
106,0.00998645168764533
107,0.00998645168764533
108,0.00998645168764533
109,0.00998645168764533
110,0.00998645168764533
111,0.00998645168764533
