Episode,Steps
1,6
2,13
3,20
4,17
5,21
6,18
7,6
8,10
9,6
10,29
11,10
12,32
13,26
14,6
15,23
16,19
17,24
18,22
19,8
20,12
21,12
22,31
23,32
24,7
25,23
26,31
27,18
28,26
29,23
30,16
31,20
32,23
33,19
34,27
35,33
36,23
37,22
38,17
39,28
40,29
41,29
42,30
43,22
44,29
45,26
46,34
47,34
48,35
49,32
50,34
51,34
52,31
53,33
54,23
55,21
56,34
57,38
58,27
59,29
60,31
61,19
62,26
63,34
64,28
65,25
66,32
67,36
68,20
69,31
70,37
71,31
72,37
73,35
74,31
75,12
76,33
77,35
78,14
79,29
80,19
81,29
82,29
83,31
84,37
85,27
86,30
87,32
88,22
89,37
90,34
91,36
92,36
93,14
94,36
95,35
96,29
97,32
98,37
99,34
100,33
101,36
