Episode,Reward
1,20
2,370
3,300
4,270
5,315
6,280
7,20
8,100
9,30
10,525
11,345
12,555
13,440
14,30
15,375
16,275
17,340
18,380
19,265
20,95
21,325
22,600
23,625
24,225
25,395
26,550
27,285
28,435
29,555
30,425
31,320
32,375
33,250
34,475
35,600
36,360
37,330
38,465
39,515
40,520
41,500
42,575
43,365
44,500
45,420
46,605
47,615
48,645
49,585
50,595
51,620
52,610
53,640
54,370
55,590
56,580
57,740
58,695
59,525
60,565
61,495
62,705
63,835
64,515
65,490
66,625
67,665
68,375
69,565
70,670
71,620
72,735
73,690
74,790
75,180
76,600
77,665
78,140
79,550
80,560
81,515
82,455
83,585
84,695
85,500
86,510
87,780
88,605
89,725
90,625
91,680
92,665
93,435
94,705
95,630
96,745
97,600
98,740
99,625
100,640
101,675
