Episode,Reward
1,80
2,40
3,-25
4,10
5,130
6,40
7,25
8,0
9,-25
10,25
11,105
12,295
13,95
14,-40
15,-25
16,10
17,25
18,25
19,65
20,85
21,85
22,10
23,50
24,90
25,70
26,55
27,70
28,125
29,95
30,55
31,25
32,55
33,40
34,55
35,25
36,85
37,115
38,70
39,25
40,-50
41,-20
42,40
43,65
44,-40
45,-40
46,35
47,25
48,105
49,90
50,25
51,25
52,25
53,10
54,40
55,95
56,10
57,-5
58,40
59,40
60,-55
61,-40
62,-5
63,40
64,50
65,50
66,115
67,-15
68,200
69,40
70,175
71,-40
72,-25
73,-55
74,-55
75,-40
76,40
77,10
78,40
79,40
80,10
81,25
82,-5
83,40
84,70
85,25
86,10
87,10
88,40
89,40
90,25
91,25
92,25
93,70
94,40
95,225
96,225
97,40
98,355
99,130
100,70
101,190
