Episode,Steps
1,6
2,10
3,15
4,8
5,9
6,8
7,6
8,8
9,10
10,8
11,19
12,10
13,11
14,10
15,10
16,10
17,10
18,18
19,11
20,6
21,8
22,13
23,12
24,8
25,10
26,12
27,9
28,9
29,7
30,7
31,7
32,15
33,6
34,9
35,17
36,18
37,9
38,10
39,10
40,16
41,19
42,15
43,16
44,16
45,9
46,11
47,7
48,9
49,9
50,6
51,8
52,15
53,16
54,15
55,12
56,9
57,14
58,10
59,9
60,6
61,7
62,11
63,13
64,16
65,16
66,7
67,6
68,7
69,6
70,15
71,9
72,9
73,13
74,7
75,7
76,14
77,8
78,9
79,7
80,10
81,7
82,9
83,9
84,8
85,17
86,16
87,9
88,6
89,6
90,10
91,10
92,10
93,12
94,10
95,6
96,8
97,6
98,6
99,6
100,10
101,10
