Episode,Reward
1,290
2,325
3,30
4,350
5,390
6,415
7,245
8,115
9,410
10,240
11,330
12,30
13,525
14,75
15,400
16,440
17,610
18,615
19,600
20,580
21,640
22,670
23,580
24,660
25,675
26,640
27,545
28,600
29,465
30,840
31,595
32,665
33,810
34,670
35,710
36,690
37,765
38,125
39,415
40,320
41,510
42,925
43,575
44,465
45,645
46,150
47,360
48,445
49,740
50,620
51,265
52,375
53,575
54,285
55,715
56,690
57,630
58,625
59,325
60,650
61,680
62,595
63,565
64,665
65,750
66,640
67,575
68,640
69,640
70,610
71,740
72,670
73,500
74,750
75,575
76,460
77,535
78,575
79,665
80,505
81,460
82,720
83,620
84,665
85,695
86,585
87,650
88,660
89,610
90,555
91,680
92,615
93,715
94,570
95,600
96,305
97,600
98,640
99,680
100,740
101,560
