Episode,Steps
1,20
2,22
3,6
4,11
5,14
6,25
7,18
8,12
9,23
10,16
11,22
12,6
13,28
14,9
15,21
16,15
17,23
18,23
19,31
20,21
21,37
22,34
23,21
24,26
25,35
26,35
27,18
28,34
29,27
30,34
31,30
32,37
33,31
34,34
35,28
36,37
37,39
38,13
39,25
40,23
41,29
42,36
43,34
44,28
45,32
46,14
47,14
48,24
49,38
50,32
51,20
52,26
53,30
54,18
55,26
56,35
57,34
58,34
59,21
60,34
61,37
62,24
63,31
64,36
65,38
66,33
67,31
68,34
69,36
70,32
71,39
72,33
73,29
74,38
75,20
76,24
77,31
78,30
79,34
80,27
81,28
82,38
83,31
84,34
85,34
86,30
87,35
88,34
89,31
90,32
91,35
92,30
93,27
94,29
95,34
96,20
97,32
98,36
99,35
100,37
101,19
