Episode,Epsilon
1,1.0
2,1.0
3,0.960693043575437
4,0.9000874278732445
5,0.851801859600347
6,0.8183201210226743
7,0.7861544476842928
8,0.7552531090661897
9,0.7219385759785162
10,0.6832098777212641
11,0.6242658676435396
12,0.5878229785513479
13,0.5590843898207511
14,0.5211953074858876
15,0.483444593917636
16,0.4598090507939749
17,0.43732904629000013
18,0.42013897252428334
19,0.4016064652978155
20,0.3858205374665315
21,0.3632974174544486
22,0.3403786882983606
23,0.32864265128599696
24,0.3173112652388396
25,0.2943280830920294
26,0.28417984116121187
27,0.2743815040481898
28,0.2649210072611673
29,0.25578670228422234
30,0.2384520680152932
31,0.2178795886667409
32,0.2041345879004775
33,0.19415447453059972
34,0.18373897616330553
35,0.17388222158237718
36,0.16128775296900558
37,0.14885748713096328
38,0.14229132060898236
39,0.13669828187021155
40,0.13198501352907185
41,0.12807462877562611
42,0.1242800989098765
43,0.12059799144222175
44,0.1135578192100607
45,0.11019338598389174
46,0.10692863247165257
47,0.10018300685223579
48,0.09339361644125409
49,0.08794155926129824
50,0.08280777787605056
51,0.07836551983717477
